Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
Korea (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,30
Korea (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,51
Korea (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,20
Korea (country of birth),2016,Personal weekly income - detailed,Not stated,16,55
Korea (country of birth),2016,Personal weekly income - detailed,Not applicable,17,33
Korea (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,1684
Korea (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,1239
Korea (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,101
Korea (country of birth),2016,Personal weekly income - overview,Not stated,4,55
Korea (country of birth),2016,Personal weekly income - overview,Not applicable,5,33
Korea (country of birth),2016,Household composition,One family household with only family members present,1,875
Korea (country of birth),2016,Household composition,One family household with non-family members present,2,533
Korea (country of birth),2016,Household composition,Two family household,3,4
Korea (country of birth),2016,Household composition,Three or more family household,4,0
Korea (country of birth),2016,Household composition,Lone person household,5,413
Korea (country of birth),2016,Household composition,Group household,6,1226
Korea (country of birth),2016,Household composition,Visitors only,7,22
Korea (country of birth),2016,Household composition,Other non-classifiable,8,7
Korea (country of birth),2016,Household composition,Not applicable,9,74
Korea (country of birth),2016,Household composition,Family household,1,1412
Korea (country of birth),2016,Household composition,Lone person household,2,413
Korea (country of birth),2016,Household composition,Group household,3,1226
Korea (country of birth),2016,Household composition,Visitors only,4,22
Korea (country of birth),2016,Household composition,Other non-classifiable,5,7
Korea (country of birth),2016,Household composition,Not applicable,6,74
Korea (country of birth),2016,Housing type,Separate house,1,11
Korea (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,17
Korea (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,39
Korea (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,51
Korea (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,152
Korea (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,2787
Korea (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Korea (country of birth),2016,Housing type,Caravan,8,0
Korea (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Korea (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Korea (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,8
Korea (country of birth),2016,Housing type,Not stated,12,20
Korea (country of birth),2016,Housing type,Not applicable,13,74
Korea (country of birth),2016,Housing tenure,Owned outright,1,99
Korea (country of birth),2016,Housing tenure,Owned with a mortgage,2,191
Korea (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,23
Korea (country of birth),2016,Housing tenure,Rented,4,2515
Korea (country of birth),2016,Housing tenure,Being occupied rent-free,5,34
Korea (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,23
Korea (country of birth),2016,Housing tenure,Other tenure type,7,5
Korea (country of birth),2016,Housing tenure,Not stated,8,196
Korea (country of birth),2016,Housing tenure,Not applicable,9,74
New Zealand (country of birth),2016,Age,0-4 years,1,19
New Zealand (country of birth),2016,Age,5-14 years,2,36
New Zealand (country of birth),2016,Age,15-19 years,3,147
New Zealand (country of birth),2016,Age,20-24 years,4,399
New Zealand (country of birth),2016,Age,25-29 years,5,618
New Zealand (country of birth),2016,Age,30-34 years,6,470
New Zealand (country of birth),2016,Age,35-39 years,7,284
New Zealand (country of birth),2016,Age,40-44 years,8,202
New Zealand (country of birth),2016,Age,45-49 years,9,167
New Zealand (country of birth),2016,Age,50-54 years,10,146
New Zealand (country of birth),2016,Age,55-59 years,11,137
New Zealand (country of birth),2016,Age,60-64 years,12,87
New Zealand (country of birth),2016,Age,65+ years,13,137
New Zealand (country of birth),2016,Proficiency in English,Speaks English only,1,2548
New Zealand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,247
New Zealand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,27
New Zealand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,0
New Zealand (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,0
New Zealand (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,14
New Zealand (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,0
New Zealand (country of birth),2016,Educational institution attendance,Preschool,1,7
New Zealand (country of birth),2016,Educational institution attendance,Infants/Primary,2,19
New Zealand (country of birth),2016,Educational institution attendance,Secondary,3,24
New Zealand (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,44
New Zealand (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,347
New Zealand (country of birth),2016,Educational institution attendance,Other,6,28
New Zealand (country of birth),2016,Educational institution attendance,Not stated,7,39
New Zealand (country of birth),2016,Educational institution attendance,Not applicable,8,2333
New Zealand (country of birth),2016,Level of education,Postgraduate Degree Level,1,291
New Zealand (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,108
New Zealand (country of birth),2016,Level of education,Bachelor Degree Level,3,900
New Zealand (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,303
New Zealand (country of birth),2016,Level of education,Certificate Level,5,308
New Zealand (country of birth),2016,Level of education,Level of education inadequately described,6,30
New Zealand (country of birth),2016,Level of education,Level of education not stated,7,53
New Zealand (country of birth),2016,Level of education,Not applicable,8,853
New Zealand (country of birth),2016,Religious affiliation,Buddhism,3,39
New Zealand (country of birth),2016,Religious affiliation,Christianity,2,689
New Zealand (country of birth),2016,Religious affiliation,Hinduism,5,28
New Zealand (country of birth),2016,Religious affiliation,Islam,4,33
New Zealand (country of birth),2016,Religious affiliation,Judaism,7,5
New Zealand (country of birth),2016,Religious affiliation,Other Religions,6,11
New Zealand (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,1,1886
New Zealand (country of birth),2016,Religious affiliation,Inadequately described,8,43
New Zealand (country of birth),2016,Religious affiliation,Not stated,9,117
New Zealand (country of birth),2016,Year of arrival,Before 2000,1,698
New Zealand (country of birth),2016,Year of arrival,2000-2005,2,317
New Zealand (country of birth),2016,Year of arrival,2006-2010,3,438
New Zealand (country of birth),2016,Year of arrival,2011-2015,4,1074
New Zealand (country of birth),2016,Year of arrival,Arrived 2016,5,207
New Zealand (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,32
New Zealand (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,2758
New Zealand (country of birth),2016,Need for assistance with core activities,Not stated,3,55
New Zealand (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,2635
New Zealand (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,113
New Zealand (country of birth),2016,Providing paid assistance,Not stated,3,45
New Zealand (country of birth),2016,Providing paid assistance,Not applicable,4,53
New Zealand (country of birth),2016,Providing child care,Did not provide child care,1,2402
New Zealand (country of birth),2016,Providing child care,Provided child care,2,353
New Zealand (country of birth),2016,Providing child care,Not stated,3,40
New Zealand (country of birth),2016,Providing child care,Not applicable,4,53
New Zealand (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,1770
New Zealand (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,428
New Zealand (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,91
